user_id,nivel_usuario,longitud,tipo_simple,tipo_compleja,tipo_codigo,latencia_historica,texto_solicitud,demanda_predicha,tiempo_inicio,tiempo_fin,tiempo_respuesta
user_basico_1,0,4,0,1,0,0.7012555335941578,Análisis detallado de rendimiento.,7.9266495074603585,2024-12-25 03:09:21,2024-12-25 03:09:22,0.763954811929036
user_intermedio_1,1,4,1,0,0,0.387507872614294,Solicitud de información básica.,3.696999630177351,2024-12-25 03:09:21,2024-12-25 03:09:22,0.5982547493222276
user_basico_2,0,4,0,1,0,0.7621122058193343,Generación de informes semanales.,9.451044312936794,2024-12-25 03:09:21,2024-12-25 03:09:23,1.748367448092297
user_intermedio_1,1,4,0,0,1,0.9635351073284143,Compilación de código fuente.,15.797752868563732,2024-12-25 03:09:21,2024-12-25 03:09:23,1.8758314937212455
user_basico_1,0,4,0,1,0,0.23084554693340356,Generación de informes semanales.,3.3443513694455844,2024-12-25 03:09:21,2024-12-25 03:09:23,1.8194483969627853
user_basico_2,0,7,1,0,0,0.15178527312165524,Consulta rápida sobre el estado del servidor.,0.0,2024-12-25 03:09:21,2024-12-25 03:09:21,0.5833997078893803
user_avanzado_1,2,6,1,0,0,0.28680349823574447,Petición de datos de uso recientes.,4.506543145065711,2024-12-25 03:09:21,2024-12-25 03:09:22,0.6443822628527243
user_intermedio_1,1,4,0,0,1,0.9679866210238595,Compilación de código fuente.,14.214418662037998,2024-12-25 03:09:21,2024-12-25 03:09:23,1.6630892763849379
user_intermedio_2,1,6,1,0,0,0.9695414155062922,Petición de datos de uso recientes.,5.231157564547832,2024-12-25 03:09:21,2024-12-25 03:09:21,0.5443859629259991
user_avanzado_2,2,4,0,1,0,0.2777672716642022,Generación de informes semanales.,7.761063969236968,2024-12-25 03:09:21,2024-12-25 03:09:23,1.6858364092986071
user_intermedio_2,1,4,0,1,0,0.7160822632086304,Análisis detallado de rendimiento.,8.94170307283934,2024-12-25 03:09:21,2024-12-25 03:09:21,0.5467771374637976
user_avanzado_2,2,4,0,1,0,0.6949551544865366,Generación de informes semanales.,8.5899865829141,2024-12-25 03:09:21,2024-12-25 03:09:22,1.5175304936386245
user_intermedio_2,1,4,0,0,1,0.2568541061368803,Compilación de código fuente.,15.273197286526663,2024-12-25 03:09:21,2024-12-25 03:09:21,0.35121104641915646
user_intermedio_1,1,4,0,1,0,0.5618746419465965,Análisis detallado de rendimiento.,7.758636763269106,2024-12-25 03:09:21,2024-12-25 03:09:22,0.979233698308408
user_basico_2,0,7,0,0,1,0.6803620172558277,Despliegue de aplicación en entorno de prueba.,11.322369775625383,2024-12-25 03:09:21,2024-12-25 03:09:21,0.16988717570478318
user_intermedio_2,1,4,0,0,1,0.49402715964126886,Compilación de código fuente.,14.904984739973521,2024-12-25 03:09:21,2024-12-25 03:09:22,0.8322828612383811
user_avanzado_2,2,4,0,1,0,0.971762606696761,Evaluación de métricas avanzadas.,9.931920743169606,2024-12-25 03:09:21,2024-12-25 03:09:21,0.579291908009374
user_intermedio_2,1,4,0,1,0,0.8525454140956834,Evaluación de métricas avanzadas.,10.020195278792613,2024-12-25 03:09:21,2024-12-25 03:09:22,0.9557200716585188
user_avanzado_1,2,4,0,1,0,0.9075740188569332,Evaluación de métricas avanzadas.,10.053503683849085,2024-12-25 03:09:21,2024-12-25 03:09:22,1.079951137067907
user_avanzado_2,2,4,0,1,0,0.8985742360097126,Evaluación de métricas avanzadas.,11.720322746301527,2024-12-25 03:09:21,2024-12-25 03:09:21,0.377504962990427
user_avanzado_1,2,7,1,0,0,0.4850477020902364,Consulta rápida sobre el estado del servidor.,4.8505084895734845,2024-12-25 03:09:21,2024-12-25 03:09:22,1.5658870412898411
user_basico_2,0,4,0,1,0,0.4813831714771799,Generación de informes semanales.,8.985393950217702,2024-12-25 03:09:21,2024-12-25 03:09:22,0.7033648464150986
user_basico_2,0,4,0,0,1,0.18712825593345758,Compilación de código fuente.,7.991891685766175,2024-12-25 03:09:21,2024-12-25 03:09:22,1.4404500751843352
user_intermedio_2,1,7,1,0,0,0.28824906033774605,Consulta rápida sobre el estado del servidor.,5.083409653957933,2024-12-25 03:09:21,2024-12-25 03:09:21,0.12849938934938895
user_intermedio_1,1,7,1,0,0,0.5603768673795931,Consulta rápida sobre el estado del servidor.,2.3512594564400238,2024-12-25 03:09:21,2024-12-25 03:09:22,1.0729614473871656
user_avanzado_1,2,4,0,1,0,0.723666484816593,Generación de informes semanales.,13.176180197008314,2024-12-25 03:09:21,2024-12-25 03:09:22,1.1564172693293484
user_avanzado_1,2,4,0,1,0,0.1891448555172554,Análisis detallado de rendimiento.,8.750005904695746,2024-12-25 03:09:21,2024-12-25 03:09:23,1.9347452427499292
user_intermedio_1,1,4,1,0,0,0.6265034502769231,Solicitud de información básica.,5.874511579712364,2024-12-25 03:09:21,2024-12-25 03:09:21,0.4181025330899635
user_avanzado_1,2,4,0,0,1,0.33545026898682945,Compilación de código fuente.,15.820791654796125,2024-12-25 03:09:21,2024-12-25 03:09:22,0.8834726868326648
user_avanzado_2,2,4,1,0,0,0.18790493558893495,Solicitud de información básica.,6.210120981850918,2024-12-25 03:09:21,2024-12-25 03:09:22,0.8705430689846942
user_intermedio_1,1,4,0,1,0,0.3998315143272311,Evaluación de métricas avanzadas.,10.23929038344794,2024-12-25 03:09:21,2024-12-25 03:09:21,0.5280866363521505
user_intermedio_2,1,7,1,0,0,0.6546739810802018,Consulta rápida sobre el estado del servidor.,1.9679776769334247,2024-12-25 03:09:21,2024-12-25 03:09:23,1.8382319444924822
user_intermedio_2,1,4,0,0,1,0.40351385870195056,Compilación de código fuente.,12.11900258888517,2024-12-25 03:09:21,2024-12-25 03:09:21,0.26514797391220324
user_avanzado_1,2,4,0,1,0,0.5614152986161959,Generación de informes semanales.,8.764497238377494,2024-12-25 03:09:21,2024-12-25 03:09:21,0.4349060094881303
user_basico_2,0,4,0,1,0,0.63669182392408,Generación de informes semanales.,9.084043729560799,2024-12-25 03:09:21,2024-12-25 03:09:22,0.7663108407319935
user_intermedio_2,1,4,0,1,0,0.6883911922390709,Generación de informes semanales.,11.826619855346404,2024-12-25 03:09:21,2024-12-25 03:09:23,1.7515221898085223
user_basico_2,0,4,1,0,0,0.3730579733319924,Solicitud de información básica.,1.864154146746432,2024-12-25 03:09:21,2024-12-25 03:09:22,0.8709222240004233
user_intermedio_2,1,7,1,0,0,0.904496153701604,Consulta rápida sobre el estado del servidor.,3.264775786238555,2024-12-25 03:09:21,2024-12-25 03:09:22,1.3558150098969415
user_avanzado_1,2,4,0,1,0,0.6611862259523178,Generación de informes semanales.,10.159971242120077,2024-12-25 03:09:21,2024-12-25 03:09:21,0.1377998889910261
user_avanzado_1,2,4,0,1,0,0.8154162294364781,Análisis detallado de rendimiento.,12.393435225500284,2024-12-25 03:09:21,2024-12-25 03:09:22,1.4123942209073472
user_basico_1,0,4,0,1,0,0.7132563258286962,Evaluación de métricas avanzadas.,10.125104954357871,2024-12-25 03:09:21,2024-12-25 03:09:22,0.9894191967065391
user_avanzado_2,2,4,1,0,0,0.8238962500468028,Solicitud de información básica.,6.530008854510408,2024-12-25 03:09:21,2024-12-25 03:09:23,1.9244547899161601
user_intermedio_1,1,4,0,1,0,0.9647849425303539,Evaluación de métricas avanzadas.,12.054993777459396,2024-12-25 03:09:21,2024-12-25 03:09:22,0.9011703596038974
user_intermedio_1,1,4,0,0,1,0.4253445726946099,Compilación de código fuente.,15.28379262649821,2024-12-25 03:09:21,2024-12-25 03:09:22,1.549269721924628
user_intermedio_2,1,7,1,0,0,0.5416720583918561,Consulta rápida sobre el estado del servidor.,1.265424902603716,2024-12-25 03:09:21,2024-12-25 03:09:23,1.7509142193340432
user_intermedio_2,1,4,0,1,0,0.37199130497870103,Generación de informes semanales.,9.834697855064466,2024-12-25 03:09:21,2024-12-25 03:09:21,0.2680369661307523
user_avanzado_1,2,7,1,0,0,0.21060747597619833,Consulta rápida sobre el estado del servidor.,3.2486246190180594,2024-12-25 03:09:21,2024-12-25 03:09:22,1.2965655556474809
user_basico_1,0,7,0,0,1,0.5294340436537552,Despliegue de aplicación en entorno de prueba.,9.277922325437086,2024-12-25 03:09:21,2024-12-25 03:09:21,0.1348777228250565
user_basico_1,0,4,0,1,0,0.3155359039451431,Evaluación de métricas avanzadas.,5.720394605513184,2024-12-25 03:09:21,2024-12-25 03:09:22,1.1012761927616317
user_avanzado_2,2,4,0,0,1,0.27767063433198036,Compilación de código fuente.,15.15600856076485,2024-12-25 03:09:21,2024-12-25 03:09:21,0.41606343404231894
user_avanzado_1,2,7,0,0,1,0.3320809849009034,Despliegue de aplicación en entorno de prueba.,16.306067741176438,2024-12-25 03:09:21,2024-12-25 03:09:23,1.923167639815133
user_avanzado_2,2,6,1,0,0,0.9343182116444928,Petición de datos de uso recientes.,4.094495460473245,2024-12-25 03:09:21,2024-12-25 03:09:22,0.8188685309202052
user_avanzado_2,2,4,0,0,1,0.7800358847203043,Compilación de código fuente.,14.847338033778183,2024-12-25 03:09:21,2024-12-25 03:09:21,0.3680962338890289
user_basico_1,0,4,0,1,0,0.9003881236064352,Generación de informes semanales.,10.172888545117448,2024-12-25 03:09:21,2024-12-25 03:09:22,1.062142024928886
user_avanzado_1,2,4,0,1,0,0.28435969329702365,Evaluación de métricas avanzadas.,12.37924119704037,2024-12-25 03:09:21,2024-12-25 03:09:22,1.3814127657195372
user_basico_1,0,4,0,1,0,0.7058449587473995,Evaluación de métricas avanzadas.,5.703563696179774,2024-12-25 03:09:21,2024-12-25 03:09:21,0.3595743955164862
user_basico_1,0,4,0,1,0,0.3572407459321869,Generación de informes semanales.,8.558835915223886,2024-12-25 03:09:21,2024-12-25 03:09:21,0.21039408959212705
user_intermedio_2,1,4,1,0,0,0.5202853865110839,Solicitud de información básica.,3.5796068598676833,2024-12-25 03:09:21,2024-12-25 03:09:22,1.5662979815911369
user_avanzado_2,2,4,0,1,0,0.8770244595043526,Análisis detallado de rendimiento.,10.260424956668793,2024-12-25 03:09:21,2024-12-25 03:09:21,0.33527475101813675
user_intermedio_2,1,7,0,0,1,0.561040359598598,Despliegue de aplicación en entorno de prueba.,11.513481378123926,2024-12-25 03:09:21,2024-12-25 03:09:22,0.7384478380185129
user_intermedio_2,1,4,0,0,1,0.5944089990801785,Compilación de código fuente.,13.838345204232793,2024-12-25 03:09:21,2024-12-25 03:09:22,1.110036444870119
user_intermedio_2,1,4,0,1,0,0.12103668408283601,Análisis detallado de rendimiento.,8.63820759096489,2024-12-25 03:09:21,2024-12-25 03:09:22,1.3507064676279619
user_basico_1,0,6,1,0,0,0.6616050329669864,Petición de datos de uso recientes.,3.8336045818347295,2024-12-25 03:09:21,2024-12-25 03:09:23,1.7279831111779103
user_intermedio_1,1,7,0,0,1,0.4918550515323059,Despliegue de aplicación en entorno de prueba.,14.776295186843788,2024-12-25 03:09:21,2024-12-25 03:09:22,1.5582094780037226
user_avanzado_1,2,4,0,0,1,0.3530602582624366,Compilación de código fuente.,14.770847586498853,2024-12-25 03:09:21,2024-12-25 03:09:22,0.9564419740968765
user_intermedio_1,1,4,0,1,0,0.9034590470116799,Evaluación de métricas avanzadas.,10.779292449453827,2024-12-25 03:09:21,2024-12-25 03:09:21,0.5374118888674433
user_avanzado_1,2,4,0,1,0,0.9781448340888222,Evaluación de métricas avanzadas.,10.209403779877558,2024-12-25 03:09:21,2024-12-25 03:09:22,1.0043175395727626
user_avanzado_1,2,7,0,0,1,0.7858285525439846,Despliegue de aplicación en entorno de prueba.,19.084706351483725,2024-12-25 03:09:21,2024-12-25 03:09:22,1.3179256932402075
user_intermedio_1,1,4,0,1,0,0.44707057200345224,Generación de informes semanales.,7.0621879270944925,2024-12-25 03:09:21,2024-12-25 03:09:21,0.3484425558951822
user_avanzado_2,2,6,0,0,1,0.46931230379504396,Ejecución de script Python para análisis.,16.39724057298615,2024-12-25 03:09:21,2024-12-25 03:09:22,0.9533511528877737
user_intermedio_1,1,7,0,0,1,0.26975679645902917,Despliegue de aplicación en entorno de prueba.,13.63043342161128,2024-12-25 03:09:21,2024-12-25 03:09:23,1.786745953205447
user_basico_1,0,4,0,1,0,0.9861696289865447,Generación de informes semanales.,9.3102081336925,2024-12-25 03:09:21,2024-12-25 03:09:21,0.15846013273233922
user_avanzado_1,2,6,0,0,1,0.5589692452428597,Ejecución de script Python para análisis.,13.802918816715277,2024-12-25 03:09:21,2024-12-25 03:09:22,1.4369587358849358
user_basico_1,0,4,0,1,0,0.5167995469598676,Generación de informes semanales.,6.266827303971773,2024-12-25 03:09:21,2024-12-25 03:09:22,0.778714214895355
user_avanzado_2,2,6,0,0,1,0.6177295861432452,Ejecución de script Python para análisis.,18.11608577452247,2024-12-25 03:09:21,2024-12-25 03:09:23,1.6480292335709457
user_avanzado_1,2,6,1,0,0,0.104967055132166,Petición de datos de uso recientes.,6.404329402429398,2024-12-25 03:09:21,2024-12-25 03:09:22,0.9284039271908908
user_basico_1,0,7,0,0,1,0.8427974988359334,Despliegue de aplicación en entorno de prueba.,11.451113992952745,2024-12-25 03:09:21,2024-12-25 03:09:22,1.075139339296278
user_avanzado_2,2,4,1,0,0,0.4255571389882912,Solicitud de información básica.,7.007746392399499,2024-12-25 03:09:21,2024-12-25 03:09:22,0.816796905349692
user_avanzado_1,2,6,0,0,1,0.26361936199686087,Ejecución de script Python para análisis.,15.432216293147079,2024-12-25 03:09:21,2024-12-25 03:09:22,0.9439420452705675
user_basico_1,0,4,0,0,1,0.4239435376768952,Compilación de código fuente.,13.104240518135532,2024-12-25 03:09:21,2024-12-25 03:09:23,1.9500049265750168
user_basico_2,0,4,0,1,0,0.20125971483827337,Generación de informes semanales.,8.143258197350125,2024-12-25 03:09:21,2024-12-25 03:09:22,1.0004124627563853
user_intermedio_1,1,4,0,0,1,0.36912312777550227,Compilación de código fuente.,10.364737205555754,2024-12-25 03:09:21,2024-12-25 03:09:21,0.46035147787518105
user_intermedio_1,1,7,1,0,0,0.9706904411102635,Consulta rápida sobre el estado del servidor.,6.35349492247963,2024-12-25 03:09:21,2024-12-25 03:09:22,1.2482504320481906
user_intermedio_1,1,4,0,1,0,0.7203385920374561,Evaluación de métricas avanzadas.,8.21827289589658,2024-12-25 03:09:21,2024-12-25 03:09:22,1.4424840919927349
user_intermedio_1,1,4,0,1,0,0.5739882156019324,Evaluación de métricas avanzadas.,10.231838143576026,2024-12-25 03:09:21,2024-12-25 03:09:21,0.3227733378611366
user_avanzado_1,2,4,1,0,0,0.6094002391328766,Solicitud de información básica.,7.808624606661892,2024-12-25 03:09:21,2024-12-25 03:09:21,0.5407211635254104
user_intermedio_1,1,4,0,1,0,0.24270812077867143,Análisis detallado de rendimiento.,7.0803687929537205,2024-12-25 03:09:21,2024-12-25 03:09:23,1.8584635447418407
user_intermedio_1,1,4,0,1,0,0.19221983360500644,Generación de informes semanales.,6.455050521213963,2024-12-25 03:09:21,2024-12-25 03:09:21,0.4202175616493734
user_avanzado_1,2,4,1,0,0,0.2869761501707035,Solicitud de información básica.,6.798734833322592,2024-12-25 03:09:21,2024-12-25 03:09:23,1.76119591251034
user_basico_2,0,6,1,0,0,0.5304663909315511,Petición de datos de uso recientes.,1.8569296135758453,2024-12-25 03:09:21,2024-12-25 03:09:22,1.3349920431739384
user_intermedio_1,1,4,0,1,0,0.835012482351408,Evaluación de métricas avanzadas.,11.846746574171393,2024-12-25 03:09:21,2024-12-25 03:09:22,1.0640371386083474
user_intermedio_2,1,6,0,0,1,0.2422176683972359,Ejecución de script Python para análisis.,14.230456389226127,2024-12-25 03:09:21,2024-12-25 03:09:21,0.22900112154200258
user_avanzado_1,2,7,1,0,0,0.9113554014825312,Consulta rápida sobre el estado del servidor.,7.301058266802425,2024-12-25 03:09:21,2024-12-25 03:09:22,1.1015603928483755
user_basico_2,0,6,1,0,0,0.20697831037014447,Petición de datos de uso recientes.,0.0,2024-12-25 03:09:21,2024-12-25 03:09:23,1.9785645797190228
user_avanzado_1,2,4,0,1,0,0.40723897798362274,Evaluación de métricas avanzadas.,10.721478890145399,2024-12-25 03:09:21,2024-12-25 03:09:23,1.8483372277371917
user_basico_2,0,4,0,1,0,0.4172153338625656,Generación de informes semanales.,4.429367767075426,2024-12-25 03:09:21,2024-12-25 03:09:21,0.20620303677259094
user_avanzado_1,2,6,0,0,1,0.8194411025826001,Ejecución de script Python para análisis.,17.49506079192279,2024-12-25 03:09:21,2024-12-25 03:09:22,0.7594955556544146
user_basico_2,0,4,0,0,1,0.1892253771345329,Compilación de código fuente.,9.255971333442089,2024-12-25 03:09:21,2024-12-25 03:09:22,0.7116509084259557
user_intermedio_2,1,6,0,0,1,0.8100142387046022,Ejecución de script Python para análisis.,15.888225864064507,2024-12-25 03:09:21,2024-12-25 03:09:22,1.5357321128934809
user_intermedio_2,1,4,0,1,0,0.6597308394543291,Evaluación de métricas avanzadas.,9.946226818712685,2024-12-25 03:09:21,2024-12-25 03:09:23,1.9015434353902034
user_basico_2,0,4,0,1,0,0.2833466105764918,Análisis detallado de rendimiento.,3.2497347582441165,2024-12-25 03:09:21,2024-12-25 03:09:22,1.1957907783090784
user_basico_1,0,4,0,1,0,0.48708293217059584,Evaluación de métricas avanzadas.,3.692082792039032,2024-12-25 03:09:21,2024-12-25 03:09:23,1.9058322401300032
user_avanzado_1,2,4,0,1,0,0.44391621557293903,Evaluación de métricas avanzadas.,8.875230413432298,2024-12-25 03:09:21,2024-12-25 03:09:21,0.400130120419402
user_basico_2,0,6,1,0,0,0.7410537840593794,Petición de datos de uso recientes.,1.1443814190982575,2024-12-25 03:09:21,2024-12-25 03:09:22,0.8553362377645833
user_intermedio_1,1,7,1,0,0,0.4176464069878436,Consulta rápida sobre el estado del servidor.,3.4022370139735574,2024-12-25 03:09:21,2024-12-25 03:09:21,0.24718306938886606
user_basico_1,0,7,1,0,0,0.877459286043883,Consulta rápida sobre el estado del servidor.,4.438941799137625,2024-12-25 03:09:21,2024-12-25 03:09:21,0.5523028703163445
user_avanzado_1,2,4,0,1,0,0.7942850038459073,Análisis detallado de rendimiento.,9.22609282467456,2024-12-25 03:09:21,2024-12-25 03:09:22,0.7141665834670633
user_basico_2,0,4,0,0,1,0.30171006447366944,Compilación de código fuente.,13.145057163179336,2024-12-25 03:09:21,2024-12-25 03:09:21,0.4364408104102404
user_avanzado_1,2,4,1,0,0,0.7680310197138464,Solicitud de información básica.,8.757911110072293,2024-12-25 03:09:21,2024-12-25 03:09:23,1.8293998693377633
user_intermedio_2,1,4,1,0,0,0.8245848049824834,Solicitud de información básica.,7.410900877750284,2024-12-25 03:09:21,2024-12-25 03:09:23,1.714737576408427
user_intermedio_1,1,4,1,0,0,0.103743502804356,Solicitud de información básica.,1.8242284547605823,2024-12-25 03:09:21,2024-12-25 03:09:21,0.2863305865267536
user_intermedio_1,1,6,0,0,1,0.5006312024634486,Ejecución de script Python para análisis.,12.718015641014723,2024-12-25 03:09:21,2024-12-25 03:09:22,1.5878273856253826
user_avanzado_1,2,4,1,0,0,0.7046952695774389,Solicitud de información básica.,4.880713807686873,2024-12-25 03:09:21,2024-12-25 03:09:22,1.2429788191384246
user_avanzado_1,2,7,1,0,0,0.706369097165904,Consulta rápida sobre el estado del servidor.,5.109838893938106,2024-12-25 03:09:21,2024-12-25 03:09:22,0.842813569833967
user_avanzado_1,2,4,0,1,0,0.17661001491363862,Evaluación de métricas avanzadas.,7.388906958124977,2024-12-25 03:09:21,2024-12-25 03:09:22,0.961603659787233
user_basico_1,0,4,0,0,1,0.6205196511911479,Compilación de código fuente.,13.219102589040858,2024-12-25 03:09:21,2024-12-25 03:09:23,1.9815849357822
user_intermedio_2,1,4,0,1,0,0.642895127942053,Análisis detallado de rendimiento.,6.995611635579006,2024-12-25 03:09:21,2024-12-25 03:09:23,1.8998691463100004
user_avanzado_2,2,4,0,0,1,0.3517453810042901,Compilación de código fuente.,15.132873741311668,2024-12-25 03:09:21,2024-12-25 03:09:22,0.687975697731412
user_basico_2,0,7,1,0,0,0.6015727270499669,Consulta rápida sobre el estado del servidor.,0.13805357579972366,2024-12-25 03:09:21,2024-12-25 03:09:22,0.6518767896170898
user_intermedio_1,1,7,1,0,0,0.20906566142915253,Consulta rápida sobre el estado del servidor.,0.8881507017639716,2024-12-25 03:09:21,2024-12-25 03:09:21,0.29106128029997136
user_basico_2,0,7,1,0,0,0.4184003927047497,Consulta rápida sobre el estado del servidor.,2.1988813716660434,2024-12-25 03:09:21,2024-12-25 03:09:22,0.6265923980221525
user_avanzado_1,2,7,0,0,1,0.8672574082204528,Despliegue de aplicación en entorno de prueba.,18.42827259575447,2024-12-25 03:09:21,2024-12-25 03:09:23,1.9481030865997309
user_avanzado_2,2,4,0,1,0,0.5485799504191338,Análisis detallado de rendimiento.,12.007481679235102,2024-12-25 03:09:21,2024-12-25 03:09:23,1.9646458418946136
user_intermedio_1,1,4,1,0,0,0.7211682161816859,Solicitud de información básica.,3.678106992397323,2024-12-25 03:09:21,2024-12-25 03:09:22,1.2187174148752538
user_basico_1,0,7,0,0,1,0.8530312807918723,Despliegue de aplicación en entorno de prueba.,14.900385927581732,2024-12-25 03:09:21,2024-12-25 03:09:22,0.7866689669819461
